Mod:Item:MetaData, Localized Name
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_axe, Nether Quartz Axe
appliedenergistics2:nether_quartz_hoe, Nether Quartz Hoe
appliedenergistics2:nether_quartz_spade, Nether Quartz Shovel
appliedenergistics2:nether_quartz_pickaxe, Nether Quartz Pickaxe
appliedenergistics2:nether_quartz_sword, Nether Quartz Sword
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
appliedenergistics2:matter_cannon, Matter Cannon
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Grass Block
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - White Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Block of Gold
appliedenergistics2:facade:0, Cable Facade - Block of Iron
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Bookshelf
appliedenergistics2:facade:0, Cable Facade - Moss Stone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diamond
appliedenergistics2:facade:0, Cable Facade - §7Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Ice
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Pumpkin
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - Glowstone
appliedenergistics2:facade:0, Cable Facade - Jack o'Lantern
appliedenergistics2:facade:0, Cable Facade - White Stained Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Glass
appliedenergistics2:facade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Melon
appliedenergistics2:facade:0, Cable Facade - Mycelium
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Block of Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Block of Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:facade:0, Cable Facade - White Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Terracotta
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Hay Bale
appliedenergistics2:facade:0, Cable Facade - Terracotta
appliedenergistics2:facade:0, Cable Facade - Block of Coal
appliedenergistics2:facade:0, Cable Facade - Packed Ice
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Pillar
appliedenergistics2:facade:0, Cable Facade - End Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Magma Block
appliedenergistics2:facade:0, Cable Facade - Nether Wart Block
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Observer
appliedenergistics2:facade:0, Cable Facade - White Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Glazed Terracotta
